CREATE_FOLDER_____,CREATE_THREAD_____,DEVICE_ACCESS_____,FS_ACCESS____,FS_ACCESS(CREATE)____,FS_ACCESS(READ)____,__arm_nr_set_tls,_llseek,access,clock_gettime,clone,close,epoll_wait,fcntl64,fstat64,getpid,getpriority,gettid,gettimeofday,getuid32,ioctl,lseek,lstat64,madvise,mkdir,mmap2,mprotect,munmap,open,prctl,pread64,pwrite64,read,recvfrom,setpriority,sigaltstack,sigprocmask,stat64,write,writev,Class
0,83,56,329,103,48,86,12,497,5836,83,1656,220,3543,1651,212,182,161,2408,232,3775,24,42,616,6,696,542,468,551,174,567,875,1270,300,83,122,36,623,1207,2010,3
2,10,2,7,2,14,10,6,7,1361,10,50,543,12,6,93,40,27,6,102,258,8,3,74,2,120,121,65,33,92,49,0,229,827,7,11,154,24,296,14,2
10,44,4,49,6,55,44,154,131,1654,44,193,142,53,191,168,96,55,121,193,419,13,24,234,11,318,2968,200,151,122,134,0,408,87,31,55,433,76,385,105,4
3,17,2,21,3,25,17,6,11,769,17,65,42,10,53,58,56,32,174,67,185,8,7,110,3,114,300,40,59,101,18,0,52,34,14,21,136,27,98,23,0
6,39,21,44,5,727,39,144,39,142966,39,846,24359,95,838,20072,51,285,1633,20062,949,39,20,289,6,294,409,134,817,148,19,1,5089,1146,41,43,235,72,2317,140,2
3,10,2,5,3,10,10,6,10,196,10,25,18,6,15,25,28,24,6,35,70,10,6,58,3,59,91,29,31,92,22,0,598,1,7,12,30,31,51,34,2
9,71,117,194,57,1230,72,54,289,87406,71,1650,14254,1280,1847,12027,106,619,2169,11682,1833,217,52,595,10,731,1119,413,1647,209,324,475,5350,879,92,93,477,380,1771,179,4
7,23,92,150,53,25,23,6,256,9163,23,358,704,1126,655,808,68,47,1028,738,3182,8,23,398,8,309,679,229,351,121,339,492,692,2485,21,32,227,327,774,65,4
6,40,17,45,5,819,40,144,39,124424,40,928,21795,91,922,17923,52,286,1254,17913,362,40,20,276,6,278,401,113,906,140,17,1,4929,789,42,44,215,72,2058,134,2
6,47,57,90,17,20,47,43,230,2156,47,223,315,647,428,242,127,213,412,416,1045,32,30,208,6,367,668,255,218,129,280,163,179,55,52,64,310,227,486,55,4
5,34,21,45,4,784,34,34,22,122136,34,882,20947,87,843,16786,65,273,1595,16776,847,39,13,383,5,272,883,119,869,136,19,1,8593,1135,36,35,226,38,3206,90,2
5,12,3,20,7,18,12,6,25,168,12,51,29,83,52,44,43,32,76,73,138,8,5,82,5,101,2315,31,58,94,32,32,31,12,11,13,69,40,82,17,4
5,37,21,41,4,653,37,34,22,120480,37,767,20531,111,762,16311,74,274,1629,16302,913,39,13,510,5,281,910,130,742,138,19,1,15672,1139,39,42,203,48,5833,103,2
2,11,2,15,2,14,11,6,7,1327,11,57,538,12,14,91,41,31,6,101,240,8,3,86,2,130,121,65,41,93,49,0,228,819,8,12,191,24,295,13,2
3,12,2,4,2,13,12,12,7,91,12,26,23,7,16,32,27,30,10,51,97,10,3,52,3,52,121,14,32,96,5,0,605,0,11,14,2,33,56,5,1
2,11,2,15,2,14,11,6,7,9671,11,50,1254,11,14,879,48,27,8,896,3859,8,3,85,2,109,108,46,41,95,27,0,838,3304,8,14,95,22,1294,20,1
4,37,13,40,3,785,37,6,23,76873,37,878,13726,95,824,9978,44,266,1185,9954,797,34,11,227,4,278,342,125,852,130,36,0,4443,1638,40,41,168,28,1930,38,2
0,8,2,3,1,8,8,6,3,19,8,18,3,5,6,9,18,21,4,21,31,8,3,29,0,32,37,2,22,90,1,0,16,0,5,8,0,15,34,4,0
3,12,2,5,3,10,12,6,15,125,12,25,17,6,16,25,28,26,6,37,71,10,7,57,3,71,90,41,32,94,28,0,603,1,9,16,44,35,51,35,2
6,67,96,45,91,126,67,6,50,109795,67,697,28672,1077,371,20558,176,712,4210,20519,2250,130,17,400,6,615,429,426,377,175,115,803,5602,3329,71,88,601,109,4633,163,0
2,9,2,15,2,14,9,6,7,1316,9,57,522,12,14,89,39,23,6,99,232,8,3,76,2,122,118,63,41,89,49,0,229,819,6,10,189,24,290,13,2
5,53,14,52,12,821,53,6,56,13640,53,951,2634,268,897,844,93,532,644,825,580,108,22,299,5,309,364,118,916,146,10,64,3306,356,55,62,52,97,1137,77,1
12,77,51,141,29,269,78,45201,1183,3004,77,592,312,873,703,363,310,294,929,270,1377,181,171,638,17,506,915,229,538,188,215,98,46435,73,82,114,98,1836,814,1174,3
0,62,43,102,12,117,67,54,122,8302,62,652,82,326,230,88,92,264,278,1551,1144,129,31,563,8,558,940,235,295,166,122,56,2019,8,79,92,213,106,401,189,4
6,47,9,48,9,749,47,6,57,7685,47,859,1410,217,822,529,86,281,482,507,444,108,22,233,6,267,365,108,837,131,26,12,2634,131,49,59,100,95,685,216,1
25,75,163,383,68,309,83,253,649,2828,75,1276,370,1841,1217,279,222,279,1531,323,2448,556,117,1185,42,1334,2554,498,999,254,535,215,9794,149,82,111,291,686,1578,841,3
18,16,2,72,31,77,16,9,88,44164,16,15908,10559,69,797,5202,11374,46,6,5211,51572,10,145,1734,21,6781,1837,6565,506,1324,160,0,13759,1216,12,17,1550,131,39672,238,4
3,28,5,21,3,19,28,6,22,1020,28,61,159,77,32,132,49,182,14,130,267,32,10,135,4,174,317,65,58,110,47,0,83,89,29,30,180,30,168,54,3
3,9,2,3,3,8,9,6,8,61,9,20,12,5,10,15,18,23,4,29,52,8,5,36,3,58,52,28,26,91,24,0,18,0,6,10,41,21,36,3,2
2,8,2,16,2,14,8,6,5,877,8,40,461,8,15,29,19,21,4,41,85,8,3,61,2,78,88,17,42,88,13,0,204,732,5,8,107,15,219,2,2
3,9,2,3,3,8,9,6,8,57,9,20,12,5,10,15,18,23,4,29,48,8,5,37,3,58,51,28,26,91,24,0,18,0,6,10,41,21,36,3,2
0,8,2,3,1,8,8,6,3,32,8,18,3,5,6,9,31,21,3,19,45,8,3,29,0,32,60,2,22,90,1,0,16,0,5,8,0,11,60,12,1
3,25,4,20,2,17,25,6,20,613,25,54,105,73,28,78,45,177,10,81,188,32,10,118,3,134,167,33,53,106,21,0,71,39,26,26,151,28,146,30,2
7,35,3,19,3,15,35,6,63,782,35,67,110,36,39,97,78,60,40,103,311,8,17,174,8,221,273,146,55,124,61,0,37,49,34,58,295,61,115,21,3
15,72,21,373,161,1699,72,68,1752,51464,72,2420,8290,2732,3723,6267,187,417,1868,6245,2672,106,73,615,15,453,761,268,2331,197,533,1663,6394,1760,81,103,796,2538,2789,160,4
0,15,2,6,1,18,15,6,16,152,15,36,13,14,36,27,25,31,27,35,81,8,5,79,0,53,197,17,37,97,1,0,93,0,12,20,5,30,38,18,4
5,41,21,45,4,784,41,56,22,144396,41,903,24487,96,916,20306,56,290,1630,20299,919,40,13,324,5,297,489,137,876,147,19,1,6815,1138,43,47,225,48,3171,278,2
3,13,2,19,3,17,13,6,14,540,13,65,73,20,32,95,66,30,44,107,333,10,6,119,3,106,251,28,52,95,13,0,625,53,10,15,79,51,155,269,1
6,57,99,211,70,87,58,54,369,12617,57,512,972,1577,880,1341,135,267,1985,989,4862,187,50,392,7,605,1098,378,515,155,483,537,1154,3109,101,86,233,449,1152,252,4
0,8,38,46,5,10,8,9,88,143,8,126,50,317,216,40,34,21,195,55,338,14,15,43,1,84,58,50,109,91,84,30,36,0,5,8,0,100,96,4,3
13,32,4,27,3,356,32,7,718,6549,32,458,570,63,718,592,130,64,219,924,2470,12,25,378,16,296,1016,195,419,139,104,0,1493,1746,40,47,315,1050,817,80,4
8,47,73,55,8,1048,47,6,44,259396,47,1383,46396,204,1238,37369,53,444,2043,37359,419,34,13,378,8,556,354,366,1195,226,93,31,7754,1258,51,50,166,71,4334,113,4
2,10,2,15,2,14,10,6,7,1311,10,57,530,12,14,89,40,27,6,99,241,8,3,81,2,127,121,65,41,92,49,0,227,810,7,11,203,24,290,12,2
2,9,2,7,2,14,9,6,7,306,9,30,36,7,6,40,27,23,5,52,134,8,3,71,2,103,124,51,33,91,41,0,34,49,6,10,125,20,66,13,2
3,17,2,21,3,25,17,6,11,387,17,65,51,10,53,62,56,32,174,71,214,8,7,107,3,114,183,40,59,101,18,0,57,50,14,21,95,27,107,22,0
2,25,3,9,2,15,25,6,33,930,25,33,480,7,7,36,42,44,10,52,173,10,3,113,2,122,145,61,37,107,11,0,786,732,22,39,82,50,241,29,1
5,41,21,45,4,782,41,168,22,141016,41,907,24125,98,920,19782,54,290,1636,19772,963,40,13,332,5,302,562,142,874,152,19,1,7020,1142,43,47,204,48,3285,173,2
3,11,2,16,3,14,11,6,34,438,11,47,48,10,17,60,32,28,5,64,192,8,4,84,3,117,130,47,44,93,34,0,36,81,9,13,188,22,75,23,1
3,21,2,22,3,15,21,6,26,791,21,79,113,17,33,129,76,43,22,139,396,8,8,136,3,141,215,66,55,103,23,0,52,99,18,29,134,50,157,72,0
2,11,2,16,2,14,11,6,5,136,11,38,20,7,15,31,31,30,4,43,98,8,3,78,2,94,245,22,42,93,18,0,26,13,8,11,111,17,61,25,2
3,15,2,9,3,22,15,6,12,965,15,44,478,12,32,298,35,35,70,306,113,8,5,111,3,127,250,68,47,105,41,0,68,12,13,19,120,33,69,18,4
0,8,2,4,1,9,8,6,3,15,8,19,3,5,6,9,15,21,3,19,34,10,3,29,0,32,55,2,24,90,1,0,591,0,5,8,0,11,27,4,1
16,67,28,112,24,126,67,224,273,6556,67,534,856,1026,579,784,119,257,1128,565,756,42,44,401,17,434,1421,289,343,169,239,182,686,156,86,94,378,282,644,188,4
3,11,7,47,2,15,11,6,54,3548,11,140,772,29,51,538,147,30,45,547,1332,10,3,131,3,158,255,88,94,94,54,0,819,779,9,11,414,83,676,145,1
5,35,24,47,23,729,35,6,44,39109,35,891,6367,361,817,1404,32,487,2064,1383,250,108,25,276,5,305,308,145,840,162,7,132,4465,1020,37,36,212,72,2413,25,3
3,9,2,3,3,8,9,6,8,60,9,20,13,5,10,15,18,23,4,29,48,8,5,36,3,58,52,28,26,91,24,0,19,0,6,10,41,21,37,3,2
3,25,4,20,2,17,25,6,20,601,25,52,112,73,28,77,46,177,10,81,183,32,10,118,3,133,166,32,53,106,21,0,78,35,26,26,151,28,153,28,2
21,176,252,885,186,933,215,385,1013,6630,176,5267,454,5377,3235,539,483,629,3680,527,5368,663,140,2495,53,2634,4984,1114,2334,381,1047,1257,4469,330,181,323,235,1335,2010,2569,3
17,58,28,94,15,107,60,253,181,1108,58,318,94,264,306,201,98,120,658,170,401,115,51,510,27,463,2109,211,300,187,83,102,569,16,73,97,184,188,254,98,4
9,49,17,22,18,20,49,34,170,3505,49,131,625,337,227,434,110,210,437,436,911,37,31,259,11,290,390,178,101,140,194,0,257,679,53,70,360,85,494,186,0
0,56,14,574,16,6193,60,15,220,1674,56,7097,286,406,6450,212,152,243,434,224,912,75,15013,387,7,327,776,94,6837,135,93,30,13186,26,62,71,65,188,540,331,3
3,13,2,9,3,16,13,6,8,229,13,47,88,6,26,69,51,33,18,84,182,10,4,78,3,78,170,18,40,95,5,0,632,24,14,15,25,74,129,18,1
14,36,114,187,44,132,37,232,376,32897,36,526,2668,1063,836,2656,82,80,964,2636,18364,131,61,723,16,585,2866,367,543,214,323,426,3078,9852,48,54,302,365,3016,155,4
5,36,24,50,23,856,36,6,44,41396,36,1022,6743,364,944,1517,32,493,2072,1495,267,108,25,275,5,308,296,146,970,164,7,133,4955,1032,38,37,212,72,2512,29,3
2,8,2,8,2,14,8,6,5,1015,8,33,483,8,7,40,19,22,4,51,122,8,3,58,2,76,105,22,34,90,16,0,211,764,5,8,110,15,229,7,2
6,40,57,110,39,989,40,6,51,85539,40,1335,11203,576,1176,4389,37,1451,5851,4319,5760,128,25,400,6,400,367,222,1212,174,76,297,6208,7446,42,41,289,153,3674,219,3
18,94,109,179,86,1039,98,264,307,80013,94,1675,6206,682,1414,4699,380,364,27292,4868,80839,455,147,1388,26,1333,2293,676,1550,287,263,119,3259,1003,117,146,1134,644,2396,438,0
3,9,2,3,3,8,9,6,12,57,9,22,12,5,14,15,18,23,6,29,51,8,7,36,3,58,55,28,28,91,24,0,18,0,6,10,41,25,38,3,2
29,83,192,445,77,375,93,301,725,3007,83,1557,401,2100,1406,329,237,292,1793,358,2871,660,143,1410,48,1560,2889,572,1172,278,603,215,9928,180,90,126,309,768,1629,1808,3
3,11,3,5,2,10,11,7,7,407,11,27,26,10,21,32,27,26,94,44,143,8,3,41,3,41,157,2,33,93,1,0,26,1,8,11,4,17,350,14,3
3,13,2,9,3,16,13,6,8,226,13,47,86,6,26,68,50,33,18,83,185,10,4,78,3,78,170,18,40,95,5,0,631,24,14,15,31,72,126,18,1
0,1,0,20,1,659,2,0,9,1,1,670,0,3,655,2,0,11,1,1,0,0,0,26,1,27,16,5,682,0,0,0,1034,0,0,2,20,0,1,99,3
6,56,8,22,4,18,56,6,97,1186,56,92,174,111,89,131,90,220,67,138,354,32,32,257,6,262,364,142,82,146,45,0,122,59,63,83,301,110,221,75,0
3,21,2,4,3,10,21,6,22,5187,21,41,64,40,34,68,54,52,37,33078,96999,10,11,327,3,75,200,12,36,103,5,0,615,23,25,23,6,53,122,29906,1
3,9,2,3,3,8,9,6,10,72,9,21,12,5,12,15,20,23,4,32,60,8,6,38,3,58,56,28,27,91,24,0,18,0,6,10,41,23,37,6,2
3,9,2,3,3,8,9,6,12,59,9,22,12,5,14,15,18,23,6,29,49,8,7,36,3,58,54,28,28,91,24,0,18,0,6,10,41,25,38,3,2
3,10,2,5,3,10,10,6,10,120,10,24,16,6,14,24,25,24,6,34,61,10,6,53,3,62,65,31,31,93,24,0,597,1,7,12,30,29,48,8,2
3,29,5,13,2,27,29,6,20,722,29,57,162,74,77,91,56,182,22,95,213,34,10,96,3,112,199,42,57,111,25,0,713,5,30,34,69,25,188,40,1
3,9,3,24,3,26,9,6,44,4751,9,63,498,7,68,35,37,24,12,44,2144,8,4,140,3,158,173,102,70,91,95,0,272,736,6,9,96,16,253,74,3
3,163,51,100,26,726,164,210,111,32095,163,993,6758,453,783,1471,171,770,2071,1486,543,214,47,1009,4,911,766,624,926,274,76,134,5181,1006,165,291,242,368,2753,1426,1
8,45,4,38,4,83,45,6,94,3224,45,235,566,163,342,397,127,217,131,397,1134,32,44,232,10,214,379,92,163,129,33,0,321,641,51,58,131,71,481,160,0
8,24,31,50,10,69,25,94,68,587,24,146,127,127,102,106,100,55,101,125,497,122,45,333,11,319,641,127,183,126,50,29,223,30,22,36,141,159,244,129,0
3,29,5,20,2,18,29,6,20,1219,29,58,192,77,31,145,49,186,14,143,323,32,10,138,3,168,309,59,55,111,42,0,108,117,30,31,174,30,189,54,3
3,10,2,5,3,10,10,6,12,86,10,25,18,6,16,25,26,24,6,36,67,10,7,47,3,57,87,27,32,92,20,0,598,1,7,12,15,33,52,10,2
35,68,161,210,57,1275,73,246,258,44745,68,1735,6636,984,1379,2382,117,1033,2298,2351,863,662,156,1144,48,1253,1763,499,1789,285,92,378,5258,495,72,104,116,302,2683,157,1
3,12,2,5,3,10,12,6,15,123,12,25,19,6,16,25,28,26,6,37,78,10,7,58,3,72,90,41,32,95,28,0,599,1,9,16,44,35,53,35,2
2,11,2,15,2,14,11,6,7,9103,11,50,1162,11,14,832,48,27,8,849,3505,8,3,85,2,109,108,46,41,95,27,0,792,3115,8,14,95,22,1203,21,1
3,14,2,15,3,14,14,6,16,3467,14,59,972,12,17,329,44,29,189088,339,867,8,4,118,3,124,124,61,44,96,33,0,460,1367,12,19,211,33,627,14,2
5,57,17,121,28,1007,59,6,150,54807,57,1538,9039,625,1239,8084,234,372,878,8175,1632,44,19,359,7,415,506,213,1193,151,203,180,4447,894,73,77,224,399,944,107,1
5,13,29,111,19,109,19,54,96,473,13,537,43,299,230,58,45,44,224,96,421,117,36,393,11,401,612,103,296,110,74,57,539,13,11,22,4,140,213,38,3
3,33,9,31,2,532,33,6,22,45403,33,586,8654,93,547,5256,33,240,1128,5243,201,32,10,175,3,198,196,55,584,116,9,0,3084,775,36,35,285,21,1758,30,1
3,9,2,3,3,8,9,6,12,77,9,22,12,5,14,15,20,23,6,29,51,8,7,36,3,65,58,35,28,91,31,0,18,0,6,10,61,25,42,3,2
3,36,2,10,3,20,36,6,23,867,36,106,3,128,111,31,49,60,295,39,515,8,9,206,3,130,288,64,47,126,2,0,99,2,33,53,17,23,60,858,3
7,41,12,68,11,746,41,6,69,48497,41,853,9155,306,863,4886,46,313,1528,4875,455,86,19,270,7,296,296,131,853,184,39,42,4703,1022,45,45,155,91,2225,404,2
2,10,2,15,2,14,10,6,7,1354,10,57,549,12,14,91,40,27,6,101,240,8,3,82,2,127,118,65,41,92,49,0,231,823,7,11,190,24,297,13,2
15,18,6,84,17,52,25,6,64,240,18,578,33,159,120,39,39,56,180,69,290,10,7,286,23,287,303,75,170,100,34,70,649,8,16,28,20,48,88,93,1
5,15,105,161,55,23,15,6,269,821,15,372,117,1203,703,199,70,33,1228,142,858,8,22,117,5,211,369,155,371,105,290,535,99,64,13,20,97,340,211,59,4
0,8,2,3,1,8,8,6,3,17,8,18,3,5,6,9,16,21,3,19,33,8,3,29,0,32,35,2,22,90,1,0,16,0,5,8,0,11,30,4,0
3,25,4,9,2,14,25,34,18,446,25,27,60,69,31,36,30,177,10,40,83,37,10,1058,3,1050,298,14,40,1069,9,0,93,0,26,26,21,19,102,29,2
7,51,92,31,91,73,51,6,67,36183,51,558,7039,1033,315,1127,85,650,3703,1114,565,108,25,279,7,455,341,296,313,158,52,788,4099,433,57,62,323,98,2835,52,0
2,11,2,15,2,14,11,6,7,9260,11,50,1186,11,14,845,47,27,8,862,3635,8,3,82,2,109,108,46,41,95,27,0,805,3168,8,14,95,22,1226,20,1
2,10,2,15,2,14,10,6,5,173,10,37,21,7,14,31,32,26,4,43,104,8,3,74,2,109,254,41,41,92,37,0,26,13,7,10,147,17,62,23,2
8,42,7,44,14,70,42,6,79,22083,42,177,805,276,214,592,88,250,181,574,2835,32,16,284,10,329,375,189,154,138,146,93,723,2378,62,51,295,75,746,98,4
5,35,21,43,4,735,35,34,22,119688,35,831,20528,87,794,16268,65,281,1597,16257,831,39,13,365,5,276,880,120,818,138,19,1,8154,1146,37,36,236,38,3097,90,2
7,41,34,57,11,290,42,54,67,11754,41,376,1639,282,226,505,90,439,561,494,375,217,31,396,8,447,523,172,420,157,44,26,4474,83,47,47,196,114,734,42,4
24,65,81,125,16,187,69,164,210,5202,65,484,1053,323,208,772,276,247,248,740,1990,349,74,773,33,823,1508,288,447,195,94,34,1218,955,67,92,361,280,1401,1381,3
3,9,2,3,3,8,9,6,10,73,9,21,13,5,12,15,20,23,4,32,52,8,6,38,3,58,56,28,27,91,24,0,19,0,6,10,41,23,38,6,2
3,18,2,21,3,25,18,6,11,384,18,65,50,10,53,63,57,36,174,72,203,8,7,110,3,117,183,40,59,102,18,0,57,50,15,22,108,27,109,22,0
3,9,2,3,3,8,9,6,12,58,9,22,13,5,14,15,18,23,6,29,50,8,7,36,3,58,55,28,28,91,24,0,19,0,6,10,41,25,39,3,2
6,25,5,19,2,17,25,6,27,2353,25,48,1060,74,28,476,34,177,9,477,278,32,10,134,6,164,345,64,53,107,52,0,84,400,26,26,204,22,136,374,3
3,9,2,3,3,8,9,6,12,55,9,22,12,5,14,15,20,23,6,29,50,8,7,36,3,58,55,28,28,91,24,0,18,0,6,10,41,25,42,3,2
12,53,35,72,17,149,54,54,93,17925,53,262,3181,488,267,1049,55,519,916,1032,357,383,37,462,13,516,648,217,310,188,80,72,17295,103,66,60,172,181,1365,100,4
7,124,39,54,25,662,124,6,135,132439,124,998,23199,430,1026,17918,263,909,2799,17879,2127,84,39,1386,7,1065,831,874,826,668,77,141,10291,1072,170,202,514,186,4296,216,4
3,10,2,3,2,8,10,6,5,41,10,22,16,5,10,17,21,23,11,33,45,8,3,33,3,36,31,0,23,90,1,0,19,0,7,10,0,19,39,0,3
2,11,2,16,2,14,11,6,5,132,11,38,20,7,15,31,30,30,4,43,103,8,3,78,2,94,263,22,42,93,18,0,26,13,8,11,111,17,59,27,2
3,9,2,3,3,8,9,6,8,57,9,20,12,5,10,15,18,23,4,29,46,8,5,37,3,58,51,28,26,91,24,0,18,0,6,10,41,21,36,3,2
5,41,21,49,4,979,41,166,22,144286,41,1106,24507,96,1026,20321,89,316,1641,20296,926,42,13,309,5,297,518,138,1076,147,19,1,7412,1134,43,47,213,48,3228,123,2
5,41,21,45,4,782,41,154,22,133998,41,904,22814,95,917,18607,53,290,1635,18597,943,40,13,300,5,297,429,136,874,147,19,1,6918,1153,43,47,201,48,3222,107,2
0,10,2,2,1,10,10,16,8,37,10,20,19,5,15,21,20,25,5,34,58,8,3,39,0,42,63,6,24,96,1,0,50,0,8,11,1,15,45,6,4
3,17,2,21,3,25,17,6,11,558,17,65,50,10,53,63,56,32,174,72,211,8,7,114,3,114,204,40,59,101,18,0,57,54,14,21,124,27,106,23,0
2,15,14,17,2,15,15,6,20,389,15,60,55,11,47,66,45,34,19,83,314,10,31,102,2,110,197,40,58,97,21,0,657,45,14,19,79,32,99,14,1
3,9,2,7,3,14,9,6,8,178,9,32,24,7,8,30,16,23,4,39,107,8,4,68,3,87,86,34,35,92,23,0,28,31,6,10,110,18,37,9,2
29,90,158,279,42,565,100,301,397,2528,90,1792,282,801,623,286,231,343,635,295,2252,677,338,1452,49,1502,2958,506,1133,284,163,185,10424,165,95,138,326,331,1739,1609,3
3,9,2,3,3,8,9,6,8,57,9,20,12,5,10,15,18,23,4,29,47,8,5,37,3,58,51,28,26,91,24,0,18,0,6,10,41,21,36,3,2
5,19,104,207,59,30,19,6,343,4613,19,461,769,1567,922,534,102,41,1173,564,1731,8,19,241,5,369,413,267,427,157,17860,721,276,971,18,25,490,425,8114,56,4
3,9,2,3,3,8,9,6,12,59,9,22,12,5,14,15,18,23,6,29,55,8,7,38,3,58,57,28,28,91,24,0,18,0,6,10,41,25,38,3,2
10,158,185,826,173,210,170,132,1729,7766,158,3293,598,5653,3484,576,555,444,4643,631,7034,281,364,1321,29,1717,1387,983,1441,263,1569,583,1567,251,160,250,444,1826,2290,2215,3
5,40,21,47,4,834,40,160,22,132520,40,958,22714,95,969,18338,56,282,1632,18329,925,40,13,292,5,290,470,132,928,142,19,1,7099,1128,42,46,213,52,3289,109,2
5,36,24,47,23,748,36,6,44,40152,36,910,6653,359,836,1445,34,492,2061,1423,267,108,25,278,5,309,295,147,859,165,7,130,4668,1032,38,37,196,72,2460,31,3
12,73,341,570,152,126,74,113,998,13727,73,1278,3052,4098,2523,2222,128,262,12799,2391,2597,149,88,1147,19,833,2400,540,1280,216,1016,1651,750,96,84,99,358,1141,787,264,4
6,39,17,48,5,870,39,144,39,136166,39,982,23705,91,974,19815,53,281,1260,19805,369,40,20,276,6,276,387,114,960,140,17,1,5041,783,41,43,216,72,2011,132,2
20,83,56,197,49,1481,83,6,496,32274,83,2123,7378,1266,2488,5906,210,576,1557,5787,2673,84,61,991,29,976,1386,732,1982,551,352,447,8371,1919,143,104,630,609,3556,347,4
3,9,2,3,3,8,9,6,8,65,9,20,13,5,10,15,18,23,4,29,50,8,5,35,3,58,53,28,26,91,24,0,19,0,6,10,41,21,37,3,2
3,12,2,5,3,10,12,6,15,124,12,25,18,6,16,25,28,26,6,37,75,10,7,56,3,72,90,41,32,95,28,0,598,1,9,16,44,35,52,35,2
8,40,32,59,35,730,40,6,65,31455,40,953,5271,485,884,2596,62,497,1753,2581,1691,106,20,259,8,301,321,136,877,139,25,213,2916,1818,44,44,290,112,1554,99,0
3,9,2,3,3,8,9,6,12,57,9,22,12,5,14,15,18,23,6,29,50,8,7,36,3,58,53,28,28,91,24,0,18,0,6,10,41,25,38,3,2
3,9,2,3,3,8,9,6,12,65,9,22,12,5,14,15,20,23,6,29,51,8,7,38,3,58,59,28,28,91,24,0,18,0,6,10,41,25,42,3,2
29,86,188,425,73,375,96,301,703,2895,86,1522,396,1953,1305,335,245,304,1657,366,2695,660,144,1437,48,1561,2898,564,1145,281,551,215,9926,172,93,129,309,731,1627,1745,3
18,72,29,89,16,453,73,369,788,110741,72,699,113,366,1064,303,92,132,492,157,642,164,42,732,22,510,3247,268,657,212,83,75,1407,101,89,117,242,1096,967,176,4
2,10,2,16,2,14,10,6,5,136,10,38,20,7,15,30,30,26,4,42,97,8,3,76,2,91,255,22,42,92,18,0,26,13,7,10,109,17,58,26,2
3,9,2,3,3,8,9,6,12,57,9,22,12,5,14,15,18,23,6,29,52,8,7,37,3,58,55,28,28,91,24,0,18,0,6,10,41,25,38,3,2
3,9,2,16,3,15,9,6,8,481,9,41,172,7,16,35,20,23,4,46,141,10,4,69,3,93,121,32,45,91,22,0,605,349,6,10,115,23,46,7,1
5,36,46,35,2,733,36,6,27,163829,36,950,28418,126,832,23716,44,341,1415,23701,338,43,10,244,5,370,281,215,828,144,48,0,4245,773,39,38,31,32,2409,51,4
3,9,2,3,3,8,9,6,8,58,9,20,12,5,10,15,18,23,4,29,53,8,5,36,3,58,51,28,26,91,24,0,18,0,6,10,41,21,36,3,2
17,103,245,652,132,347,109,294,1190,4277,103,1439,816,4181,2667,305,250,357,3361,358,2303,659,144,1361,26,1465,3533,553,1472,286,1178,517,1498,767,132,152,109,1467,1107,1333,3
8,23,5,18,12,17,23,9,69,1395,23,96,209,86,91,174,148,50,85,192,774,8,42,150,10,228,317,161,78,116,119,29,111,187,21,33,517,85,583,106,0
5,48,6,26,3,504,48,21,56,19428,48,585,3339,94,537,2736,295,256,804,3330,2024,34,24,270,5,269,402,123,566,135,27,0,1992,172,52,63,142,105,947,51,1
14,34,15,76,15,76,34,133,229,1055,34,265,42,290,423,80,61,80,304,103,325,13,46,219,15,201,725,121,243,136,82,91,446,8,49,50,100,172,255,69,4
2,9,2,10,2,15,9,6,5,929,9,35,466,9,10,38,22,23,5,44,101,8,3,71,2,75,124,22,37,91,12,0,206,732,6,10,81,15,220,8,2
5,27,4,15,4,15,27,6,58,239,27,62,40,33,55,47,51,52,41,58,170,8,16,146,5,130,201,61,60,113,5,0,52,17,31,42,33,64,93,47,0
3,26,2,4,3,10,26,6,14708,5842,26,40,61,12,39,69,59,58,61,29463,94997,10,17,449,3,91,207,25,42,108,6,0,612,16,30,32,6,59,118,33683,1
2,10,2,16,2,15,10,6,5,2321,10,86,750,17,16,248,92,27,9,245,9774,8,3,117,2,132,256,65,44,92,43,0,288,998,8,10,281,31,465,44,2
2,11,2,14,2,14,11,6,7,7996,11,42,1795,9,13,1102,209,27,5,1144,3349,8,3,323,2,201,755,135,40,93,125,0,521,2117,8,12,563,18,1113,5985,3
1,57,9,40,10,37,58,12,152,976,57,220,124,278,157,135,81,223,238,125,446,31,54,281,2,229,376,92,111,148,33,60,691,8,60,79,37,148,144,721,3
2,9,2,22,2,15,9,6,5,1004,9,52,473,10,22,53,25,24,7,56,138,8,3,75,2,100,141,42,49,89,26,0,210,742,6,10,157,15,234,8,2
29,83,192,445,77,375,93,301,727,2963,83,1557,411,2096,1404,329,237,292,1788,358,2732,660,144,1419,48,1558,2892,570,1173,276,603,215,9940,181,90,126,309,769,1640,1692,3
4,14,27,40,5,68,15,94,39,642,14,117,150,49,51,106,78,32,42,142,455,122,29,248,5,313,513,130,160,114,65,0,225,56,11,21,308,158,247,108,0
6,40,15,42,5,709,40,144,39,143209,40,813,24886,92,812,21066,53,283,1238,21056,341,40,20,303,6,274,395,110,791,140,16,1,4677,774,42,44,218,72,2005,134,2
29,92,157,274,39,560,102,301,403,2617,92,1789,300,748,594,307,240,334,596,307,2129,681,335,1442,49,1502,2945,509,1115,283,149,155,10428,155,95,143,329,327,1655,1843,3
